Date,Product_Name,Category,Sub_category,Price,Discount,Sales_d,Revenue_d,M_Spend,Rating,Supply_Chain_E,Market_T,Seasonality_T,Success_Percentage
2025-01-23,Blender Max,Kitchen,Appliances,5231,20,58,242718,7243,4.7,70,54,33,57
2025-01-23,Running Shoes X,Footwear,Sportswear,5684,20,38,172793,8012,4.3,86,68,76,38
2025-01-23,Coffee Maker Lite,Kitchen,Appliances,905,15,45,34616,11873,4.0,72,43,55,45
2025-01-23,LED Desk Lamp,Home,Lighting,4216,10,41,155570,9102,3.6,79,43,83,41
2025-01-23,Gaming Headset Z,Electronics,Accessories,2598,0,57,148086,7291,3.6,72,61,83,56
2025-01-23,Water Bottle Steel,Sports,Hydration,2100,15,39,69615,2009,3.7,67,63,45,39
2025-01-23,Wireless Mouse Pro,Electronics,Computing,1872,5,40,71136,3316,3.9,83,58,65,40
2025-01-24,Air Fryer Pro,Kitchen,Appliances,4073,0,53,215869,5040,4.1,64,86,78,53
2025-01-24,Yoga Mat Plus,Sports,Fitness,1282,15,38,41408,3249,4.1,80,56,51,38
2025-01-24,Smart Watch Neo,Electronics,Wearables,4303,20,68,234083,9327,4.3,68,53,42,68
2025-01-24,Blender Max,Kitchen,Appliances,1240,0,74,91760,2769,3.9,66,60,47,74
2025-01-24,Running Shoes X,Footwear,Sportswear,4706,5,75,335302,8602,4.8,78,43,55,75
2025-01-24,Coffee Maker Lite,Kitchen,Appliances,1925,5,41,74978,11382,4.5,92,75,32,41
2025-01-24,LED Desk Lamp,Home,Lighting,872,0,40,34880,2707,4.1,61,44,73,40
2025-01-24,Gaming Headset Z,Electronics,Accessories,4410,20,31,109368,9397,4.3,62,83,32,31
2025-01-24,Water Bottle Steel,Sports,Hydration,1141,5,75,81296,6211,3.6,64,52,58,75
2025-01-24,Wireless Mouse Pro,Electronics,Computing,3134,0,56,175504,2207,4.0,89,55,41,56
2025-01-25,Air Fryer Pro,Kitchen,Appliances,5552,15,49,231240,2236,3.7,64,59,69,49
2025-01-25,Yoga Mat Plus,Sports,Fitness,1163,0,55,63965,2285,4.2,65,61,47,55
2025-01-25,Smart Watch Neo,Electronics,Wearables,5351,0,52,278252,11715,4.4,73,75,62,52
2025-01-25,Blender Max,Kitchen,Appliances,2401,0,86,206486,2340,4.0,68,40,40,86
2025-01-25,Running Shoes X,Footwear,Sportswear,5730,15,52,253266,6406,3.7,81,82,44,52
2025-01-25,Coffee Maker Lite,Kitchen,Appliances,5237,15,48,213669,10435,3.8,77,84,64,48
2025-01-25,LED Desk Lamp,Home,Lighting,4029,5,54,206687,9693,3.6,80,74,31,54
2025-01-25,Gaming Headset Z,Electronics,Accessories,5025,10,54,244215,9373,4.8,69,64,31,54
2025-01-25,Water Bottle Steel,Sports,Hydration,1592,20,86,109529,6917,4.6,62,74,70,86
2025-01-25,Wireless Mouse Pro,Electronics,Computing,1848,20,45,66528,4529,3.6,93,43,54,45
2025-01-26,Air Fryer Pro,Kitchen,Appliances,5023,15,50,213477,7777,3.9,65,71,58,50
2025-01-26,Yoga Mat Plus,Sports,Fitness,4938,5,20,93822,7179,4.0,90,44,48,20
2025-01-26,Smart Watch Neo,Electronics,Wearables,2753,5,48,125536,2689,3.6,74,48,52,48
2025-01-26,Blender Max,Kitchen,Appliances,2930,0,27,79110,7448,4.5,66,55,45,27
2025-01-26,Running Shoes X,Footwear,Sportswear,1408,15,30,35904,3382,3.8,88,75,67,30
2025-01-26,Coffee Maker Lite,Kitchen,Appliances,4102,5,59,229917,11700,4.7,94,46,56,59
2025-01-26,LED Desk Lamp,Home,Lighting,2939,20,56,131667,6481,3.7,80,77,44,56
2025-01-26,Gaming Headset Z,Electronics,Accessories,3508,5,48,159964,9638,3.7,64,40,42,48
2025-01-26,Water Bottle Steel,Sports,Hydration,2809,5,32,85393,6268,3.6,76,74,78,32
2025-01-26,Wireless Mouse Pro,Electronics,Computing,5595,10,57,287023,6798,4.1,85,43,63,56
2025-01-27,Air Fryer Pro,Kitchen,Appliances,5519,15,66,309615,11651,4.6,80,81,42,66
2025-01-27,Yoga Mat Plus,Sports,Fitness,3472,0,57,197904,2016,4.4,60,41,77,56
2025-01-27,Smart Watch Neo,Electronics,Wearables,1920,5,48,87552,4279,4.1,70,73,37,48
2025-01-27,Blender Max,Kitchen,Appliances,4826,0,52,250952,2078,4.7,82,63,74,52
2025-01-27,Running Shoes X,Footwear,Sportswear,2948,20,66,155654,9650,3.5,64,59,50,66
2025-01-27,Coffee Maker Lite,Kitchen,Appliances,5127,5,58,282497,2365,4.8,74,58,36,57
2025-01-27,LED Desk Lamp,Home,Lighting,3346,15,33,93855,10964,4.4,91,47,39,33
2025-01-27,Gaming Headset Z,Electronics,Accessories,2373,15,23,46392,9504,3.9,84,48,31,23
2025-01-27,Water Bottle Steel,Sports,Hydration,3793,10,54,184339,11805,3.6,84,89,39,54
2025-01-27,Wireless Mouse Pro,Electronics,Computing,2996,15,36,91677,10843,4.1,61,52,82,36
2025-01-28,Air Fryer Pro,Kitchen,Appliances,4783,15,53,215474,7784,4.0,73,64,79,53
2025-01-28,Yoga Mat Plus,Sports,Fitness,3637,15,36,111292,4461,4.7,91,85,78,36
2025-01-28,Smart Watch Neo,Electronics,Wearables,4788,10,31,133585,2038,4.6,77,60,42,31
2025-01-28,Blender Max,Kitchen,Appliances,3508,15,67,199780,11951,3.7,81,61,72,67
2025-01-28,Running Shoes X,Footwear,Sportswear,2168,15,55,101354,10474,4.8,74,62,53,55
2025-01-28,Coffee Maker Lite,Kitchen,Appliances,5963,20,40,190816,5754,4.5,92,42,83,40
2025-01-28,LED Desk Lamp,Home,Lighting,2866,20,52,119225,11496,4.5,67,81,45,52
2025-01-28,Gaming Headset Z,Electronics,Accessories,2084,10,37,69397,2448,3.9,94,71,71,37
2025-01-28,Water Bottle Steel,Sports,Hydration,4362,0,75,327150,11114,4.4,72,48,81,75
2025-01-28,Wireless Mouse Pro,Electronics,Computing,3779,5,55,197452,4649,4.6,71,56,43,55
2025-01-29,Air Fryer Pro,Kitchen,Appliances,1837,0,48,88176,4634,4.5,90,45,48,48
2025-01-29,Yoga Mat Plus,Sports,Fitness,1924,5,56,102356,4179,4.0,63,59,39,56
2025-01-29,Smart Watch Neo,Electronics,Wearables,1813,10,55,89743,4023,3.7,69,77,75,55
2025-01-29,Blender Max,Kitchen,Appliances,5083,0,36,182988,7036,3.6,66,43,58,36
2025-01-29,Running Shoes X,Footwear,Sportswear,5421,10,51,248823,8643,4.2,83,73,59,51
2025-01-29,Coffee Maker Lite,Kitchen,Appliances,1393,10,39,48894,5390,3.6,81,63,74,39
2025-01-29,LED Desk Lamp,Home,Lighting,5995,5,64,364496,10623,4.0,89,88,84,64
2025-01-29,Gaming Headset Z,Electronics,Accessories,3328,5,60,189696,2830,3.8,87,86,40,60
2025-01-29,Water Bottle Steel,Sports,Hydration,1819,20,56,81491,2659,4.5,86,54,35,56
2025-01-29,Wireless Mouse Pro,Electronics,Computing,2925,15,33,82046,10266,4.5,85,55,34,33
2025-01-30,Air Fryer Pro,Kitchen,Appliances,1299,20,60,62352,4757,4.2,78,81,64,60
2025-01-30,Yoga Mat Plus,Sports,Fitness,5817,10,75,392647,9999,3.7,80,49,34,75
2025-01-30,Smart Watch Neo,Electronics,Wearables,3203,5,53,161271,7105,4.7,83,75,35,53
2025-01-30,Blender Max,Kitchen,Appliances,3656,15,44,136734,9531,3.7,90,59,53,44
2025-01-30,Running Shoes X,Footwear,Sportswear,5880,15,35,174930,10461,3.8,75,55,83,35
2025-01-30,Coffee Maker Lite,Kitchen,Appliances,2814,5,35,93565,9896,4.5,68,84,65,35
2025-01-30,LED Desk Lamp,Home,Lighting,2519,10,51,115622,6000,4.5,65,54,47,51
2025-01-30,Gaming Headset Z,Electronics,Accessories,1471,10,33,43688,3171,3.7,66,60,71,33
2025-01-30,Water Bottle Steel,Sports,Hydration,4537,15,58,223674,6260,4.8,77,44,32,57
2025-01-30,Wireless Mouse Pro,Electronics,Computing,4470,5,68,288762,10100,4.2,78,64,50,68
2025-01-31,Air Fryer Pro,Kitchen,Appliances,5279,15,37,166024,9345,4.4,66,61,84,37
2025-01-31,Yoga Mat Plus,Sports,Fitness,3136,0,45,141120,11879,3.6,93,67,72,45
2025-01-31,Smart Watch Neo,Electronics,Wearables,4469,0,37,165353,5648,4.1,64,41,51,37
2025-01-31,Blender Max,Kitchen,Appliances,5976,5,51,289537,8985,4.1,81,51,53,51
2025-01-31,Running Shoes X,Footwear,Sportswear,5466,5,18,93468,4324,3.7,63,85,81,18
2025-01-31,Coffee Maker Lite,Kitchen,Appliances,3591,20,49,140767,3749,3.7,73,66,70,49
2025-01-31,LED Desk Lamp,Home,Lighting,2905,15,49,120993,11259,4.2,94,45,68,49
2025-01-31,Gaming Headset Z,Electronics,Accessories,2614,0,38,99332,4426,4.0,78,44,80,38
2025-01-31,Water Bottle Steel,Sports,Hydration,5674,15,22,106103,2475,4.5,80,47,84,22
2025-01-31,Wireless Mouse Pro,Electronics,Computing,5800,5,53,292030,8971,4.4,71,41,36,53
2025-02-01,Air Fryer Pro,Kitchen,Appliances,5743,10,61,315290,3898,4.8,92,67,30,61
2025-02-01,Yoga Mat Plus,Sports,Fitness,5910,20,45,212760,2687,3.7,63,69,35,45
2025-02-01,Smart Watch Neo,Electronics,Wearables,2581,10,52,120790,9183,4.8,80,69,42,52
2025-02-01,Blender Max,Kitchen,Appliances,2083,15,53,93839,3125,4.8,86,44,54,53
2025-02-01,Running Shoes X,Footwear,Sportswear,3200,15,58,157760,8788,4.8,87,68,38,57
2025-02-01,Coffee Maker Lite,Kitchen,Appliances,2195,5,54,112603,2645,4.4,70,41,76,54
2025-02-01,LED Desk Lamp,Home,Lighting,2699,0,48,129552,11346,4.6,89,65,77,48
2025-02-01,Gaming Headset Z,Electronics,Accessories,4148,15,16,56412,5831,3.6,92,60,64,16
2025-02-01,Water Bottle Steel,Sports,Hydration,2515,5,40,95570,7433,4.3,82,87,51,40
2025-02-01,Wireless Mouse Pro,Electronics,Computing,2474,10,19,42305,11122,3.5,75,73,31,19
2025-02-02,Air Fryer Pro,Kitchen,Appliances,5378,15,36,164566,7779,3.8,67,62,32,36
2025-02-02,Yoga Mat Plus,Sports,Fitness,1241,0,57,70737,7925,4.0,80,74,82,56
2025-02-02,Smart Watch Neo,Electronics,Wearables,1748,15,60,89148,9374,3.8,92,45,56,60
2025-02-02,Blender Max,Kitchen,Appliances,3254,10,60,175716,5674,4.0,73,75,82,60
2025-02-02,Running Shoes X,Footwear,Sportswear,1639,10,69,101781,7626,4.0,84,79,53,69
2025-02-02,Coffee Maker Lite,Kitchen,Appliances,5165,5,44,215897,3750,3.7,78,85,80,44
2025-02-02,LED Desk Lamp,Home,Lighting,3746,5,62,220639,9230,4.2,78,86,81,62
2025-02-02,Gaming Headset Z,Electronics,Accessories,5293,20,57,241360,4723,3.6,89,48,62,56
2025-02-02,Water Bottle Steel,Sports,Hydration,4247,15,61,220206,3762,3.8,73,69,70,61
2025-02-02,Wireless Mouse Pro,Electronics,Computing,867,15,25,18423,9804,4.3,75,68,78,25
2025-02-03,Air Fryer Pro,Kitchen,Appliances,3279,15,51,142144,3348,3.8,62,83,62,51
2025-02-03,Yoga Mat Plus,Sports,Fitness,2844,0,67,190548,5516,3.5,94,56,63,67
2025-02-03,Smart Watch Neo,Electronics,Wearables,1527,0,33,50391,8748,3.7,80,77,49,33
2025-02-03,Blender Max,Kitchen,Appliances,5400,20,48,207360,3846,4.2,87,43,51,48
2025-02-03,Running Shoes X,Footwear,Sportswear,1378,15,51,59736,11984,3.8,65,61,54,51
2025-02-03,Coffee Maker Lite,Kitchen,Appliances,4593,0,58,266394,8716,4.1,85,66,37,57
2025-02-03,LED Desk Lamp,Home,Lighting,4251,5,28,113076,7410,4.1,79,88,42,28
2025-02-03,Gaming Headset Z,Electronics,Accessories,5596,0,48,268608,3325,3.6,67,82,49,48
2025-02-03,Water Bottle Steel,Sports,Hydration,5787,0,66,381942,3968,3.8,68,63,66,66
2025-02-03,Wireless Mouse Pro,Electronics,Computing,5712,0,41,234192,2855,4.2,72,50,75,41
2025-02-04,Air Fryer Pro,Kitchen,Appliances,5802,20,72,334195,8132,3.8,92,84,55,72
2025-02-04,Yoga Mat Plus,Sports,Fitness,1787,5,39,66208,6615,4.6,82,69,74,39
2025-02-04,Smart Watch Neo,Electronics,Wearables,1526,0,74,112924,6033,4.4,92,75,47,74
2025-02-04,Blender Max,Kitchen,Appliances,2574,15,63,137837,2935,4.5,92,51,80,63
2025-02-04,Running Shoes X,Footwear,Sportswear,3502,0,52,182104,6200,4.3,70,52,39,52
2025-02-04,Coffee Maker Lite,Kitchen,Appliances,1709,5,56,90918,6658,4.7,87,42,49,56
2025-02-04,LED Desk Lamp,Home,Lighting,3301,10,53,157457,2386,4.2,61,56,70,53
2025-02-04,Gaming Headset Z,Electronics,Accessories,4893,15,75,311928,4466,4.1,74,65,66,75
2025-02-04,Water Bottle Steel,Sports,Hydration,2036,0,47,95692,3431,4.3,87,60,83,47
2025-02-04,Wireless Mouse Pro,Electronics,Computing,1930,5,27,49504,8563,4.4,68,77,59,27
2025-02-05,Air Fryer Pro,Kitchen,Appliances,4059,15,57,196658,5243,4.7,82,79,40,56
2025-02-05,Yoga Mat Plus,Sports,Fitness,2841,10,57,145743,3141,4.4,92,63,68,56
2025-02-05,Smart Watch Neo,Electronics,Wearables,4161,15,33,116716,11783,4.5,79,58,58,33
2025-02-05,Blender Max,Kitchen,Appliances,4073,15,46,159254,2913,4.3,90,66,40,46
2025-02-05,Running Shoes X,Footwear,Sportswear,5712,0,64,365568,2929,4.6,71,77,30,64
2025-02-05,Coffee Maker Lite,Kitchen,Appliances,1854,15,74,116616,7744,3.7,64,69,53,74
2025-02-05,LED Desk Lamp,Home,Lighting,1242,10,48,53654,11370,3.8,86,81,80,48
2025-02-05,Gaming Headset Z,Electronics,Accessories,2641,10,56,133106,8268,4.1,89,81,66,56
2025-02-05,Water Bottle Steel,Sports,Hydration,2969,20,28,66505,8789,4.3,68,88,58,28
2025-02-05,Wireless Mouse Pro,Electronics,Computing,4972,10,28,125294,7619,3.5,91,87,51,28
2025-02-06,Air Fryer Pro,Kitchen,Appliances,4963,20,52,206460,10556,4.5,82,42,71,52
2025-02-06,Yoga Mat Plus,Sports,Fitness,2177,20,32,55731,9730,3.7,80,85,73,32
2025-02-06,Smart Watch Neo,Electronics,Wearables,2356,15,52,104135,5456,4.3,83,74,42,52
2025-02-06,Blender Max,Kitchen,Appliances,1934,5,68,124936,8652,4.8,77,79,51,68
2025-02-06,Running Shoes X,Footwear,Sportswear,4535,5,75,323118,4567,3.6,76,76,65,75
2025-02-06,Coffee Maker Lite,Kitchen,Appliances,2709,10,45,109714,8207,4.3,93,50,83,45
2025-02-06,LED Desk Lamp,Home,Lighting,2508,15,39,83140,3207,3.9,71,45,46,39
2025-02-06,Gaming Headset Z,Electronics,Accessories,1682,10,51,77203,6761,4.8,91,45,84,51
2025-02-06,Water Bottle Steel,Sports,Hydration,2410,0,22,53020,3946,4.2,76,53,56,22
2025-02-06,Wireless Mouse Pro,Electronics,Computing,4977,15,79,334205,3970,4.3,63,46,74,79
2025-02-07,Air Fryer Pro,Kitchen,Appliances,5058,0,29,146682,9742,4.6,64,52,76,28
2025-02-07,Yoga Mat Plus,Sports,Fitness,2524,5,64,153459,6117,4.4,62,49,71,64
2025-02-07,Smart Watch Neo,Electronics,Wearables,3167,20,67,169751,5735,4.5,89,69,76,67
2025-02-07,Blender Max,Kitchen,Appliances,4034,10,42,152485,9537,4.4,66,69,36,42
2025-02-07,Running Shoes X,Footwear,Sportswear,5474,0,68,372232,7668,3.5,67,44,38,68
2025-02-07,Coffee Maker Lite,Kitchen,Appliances,3998,0,28,111944,5747,4.4,82,48,63,28
2025-02-07,LED Desk Lamp,Home,Lighting,5837,15,39,193496,5426,4.2,73,52,74,39
2025-02-07,Gaming Headset Z,Electronics,Accessories,2815,5,47,125689,4092,4.7,75,41,69,47
2025-02-07,Water Bottle Steel,Sports,Hydration,3222,5,59,180593,9355,3.7,85,52,76,59
2025-02-07,Wireless Mouse Pro,Electronics,Computing,3355,5,64,203984,4951,3.9,86,68,68,64
2025-02-08,Air Fryer Pro,Kitchen,Appliances,2388,0,27,64476,4828,4.3,78,64,51,27
2025-02-08,Yoga Mat Plus,Sports,Fitness,3184,5,53,160314,9651,4.3,79,71,79,53
2025-02-08,Smart Watch Neo,Electronics,Wearables,1811,20,53,76786,8846,3.7,82,47,47,53
2025-02-08,Blender Max,Kitchen,Appliances,1835,5,70,122027,6945,4.6,70,80,41,70
2025-02-08,Running Shoes X,Footwear,Sportswear,5886,0,40,235440,5167,4.3,76,62,53,40
2025-02-08,Coffee Maker Lite,Kitchen,Appliances,1617,0,50,80850,4437,3.8,88,67,40,50
2025-02-08,LED Desk Lamp,Home,Lighting,5528,0,52,287456,7793,3.9,77,54,80,52
2025-02-08,Gaming Headset Z,Electronics,Accessories,2988,10,34,91432,4224,4.0,71,76,46,34
2025-02-08,Water Bottle Steel,Sports,Hydration,1270,5,61,73596,9094,3.5,82,60,50,61
2025-02-08,Wireless Mouse Pro,Electronics,Computing,1034,20,51,42187,11120,3.9,70,56,33,51
2025-02-09,Air Fryer Pro,Kitchen,Appliances,5326,0,40,213040,9122,4.3,76,76,83,40
2025-02-09,Yoga Mat Plus,Sports,Fitness,3387,0,45,152415,3378,4.1,77,53,64,45
2025-02-09,Smart Watch Neo,Electronics,Wearables,5768,15,45,220626,10588,4.0,61,55,38,45
2025-02-09,Blender Max,Kitchen,Appliances,5224,10,54,253886,5893,4.6,92,75,74,54
2025-02-09,Running Shoes X,Footwear,Sportswear,2678,20,48,102835,10967,4.3,77,42,57,48
2025-02-09,Coffee Maker Lite,Kitchen,Appliances,1739,20,43,59821,2539,4.4,60,75,50,43
2025-02-09,LED Desk Lamp,Home,Lighting,4123,10,41,152138,6213,4.5,69,85,42,41
2025-02-09,Gaming Headset Z,Electronics,Accessories,4548,5,47,203068,10016,3.7,69,74,54,47
2025-02-09,Water Bottle Steel,Sports,Hydration,1186,0,46,54556,10931,3.6,85,77,30,46
2025-02-09,Wireless Mouse Pro,Electronics,Computing,4723,15,56,224814,4745,4.6,89,80,63,56
2025-02-10,Air Fryer Pro,Kitchen,Appliances,4262,20,68,231852,4566,4.0,71,55,45,68
2025-02-10,Yoga Mat Plus,Sports,Fitness,5379,20,37,159218,5718,4.6,68,71,40,37
2025-02-10,Smart Watch Neo,Electronics,Wearables,5120,0,35,179200,10835,4.7,88,80,58,35
2025-02-10,Blender Max,Kitchen,Appliances,3457,5,40,131366,5276,4.5,82,83,55,40
2025-02-10,Running Shoes X,Footwear,Sportswear,1315,5,81,101189,8683,4.5,76,65,73,81
2025-02-10,Coffee Maker Lite,Kitchen,Appliances,4070,5,56,216524,2025,4.6,78,50,42,56
2025-02-10,LED Desk Lamp,Home,Lighting,4564,15,73,283196,10682,4.6,83,86,60,73
2025-02-10,Gaming Headset Z,Electronics,Accessories,5581,5,34,180266,11968,4.7,79,80,40,34
2025-02-10,Water Bottle Steel,Sports,Hydration,3095,0,50,154750,4783,4.2,80,85,34,50
2025-02-10,Wireless Mouse Pro,Electronics,Computing,4445,5,58,244919,3932,4.1,62,69,35,57
2025-02-11,Air Fryer Pro,Kitchen,Appliances,1916,15,54,87944,9888,4.8,72,89,40,54
2025-02-11,Yoga Mat Plus,Sports,Fitness,5758,15,60,293658,11797,3.6,63,74,77,60
2025-02-11,Smart Watch Neo,Electronics,Wearables,3543,10,50,159435,7258,4.1,77,58,52,50
2025-02-11,Blender Max,Kitchen,Appliances,1669,5,54,85619,11475,4.6,88,73,46,54
2025-02-11,Running Shoes X,Footwear,Sportswear,5514,10,56,277905,7366,4.0,67,69,61,56
2025-02-11,Coffee Maker Lite,Kitchen,Appliances,2819,0,50,140950,9594,4.4,79,63,79,50
2025-02-11,LED Desk Lamp,Home,Lighting,885,15,59,44382,6009,4.5,80,63,71,59
2025-02-11,Gaming Headset Z,Electronics,Accessories,5767,5,46,252017,5638,4.4,86,61,66,46
2025-02-11,Water Bottle Steel,Sports,Hydration,3736,20,81,242092,4787,3.9,86,73,80,81
2025-02-11,Wireless Mouse Pro,Electronics,Computing,2976,0,46,136896,6422,4.0,79,59,82,46
2025-02-12,Air Fryer Pro,Kitchen,Appliances,2429,10,48,104932,5929,4.0,77,84,81,48
2025-02-12,Yoga Mat Plus,Sports,Fitness,5756,15,39,190811,2692,4.0,63,40,79,39
2025-02-12,Smart Watch Neo,Electronics,Wearables,953,20,57,43456,3913,4.7,81,73,74,56
2025-02-12,Blender Max,Kitchen,Appliances,2760,20,59,130272,9423,4.1,80,74,41,59
2025-02-12,Running Shoes X,Footwear,Sportswear,3129,10,36,101379,9470,4.7,85,79,34,36
2025-02-12,Coffee Maker Lite,Kitchen,Appliances,5300,15,30,135150,11065,4.7,88,47,70,30
2025-02-12,LED Desk Lamp,Home,Lighting,2191,10,43,84791,6570,3.6,74,74,66,43
2025-02-12,Gaming Headset Z,Electronics,Accessories,2190,10,51,100521,5607,4.0,63,42,63,51
2025-02-12,Water Bottle Steel,Sports,Hydration,3280,20,41,107584,2580,4.0,65,76,39,41
2025-02-12,Wireless Mouse Pro,Electronics,Computing,3527,20,25,70540,6307,3.8,81,86,33,25
2025-02-13,Air Fryer Pro,Kitchen,Appliances,4859,15,60,247809,5240,4.6,82,89,59,60
2025-02-13,Yoga Mat Plus,Sports,Fitness,3549,20,32,90854,8680,3.8,73,87,76,32
2025-02-13,Smart Watch Neo,Electronics,Wearables,4611,20,32,118041,10463,3.6,90,81,39,32
2025-02-13,Blender Max,Kitchen,Appliances,5338,5,52,263697,10712,3.8,91,49,51,52
2025-02-13,Running Shoes X,Footwear,Sportswear,3352,0,26,87152,2152,3.7,60,64,80,26
2025-02-13,Coffee Maker Lite,Kitchen,Appliances,4675,0,61,285175,9361,4.4,91,78,35,61
2025-02-13,LED Desk Lamp,Home,Lighting,3872,5,59,217025,5664,3.5,88,48,42,59
2025-02-13,Gaming Headset Z,Electronics,Accessories,5477,15,56,260705,11523,3.7,76,88,41,56
2025-02-13,Water Bottle Steel,Sports,Hydration,2703,20,49,105957,9106,4.1,91,71,33,49
2025-02-13,Wireless Mouse Pro,Electronics,Computing,1168,10,60,63072,10234,4.6,73,72,43,60
2025-02-14,Air Fryer Pro,Kitchen,Appliances,5569,20,51,227215,4972,4.6,92,88,69,51
2025-02-14,Yoga Mat Plus,Sports,Fitness,3186,20,36,91756,4240,3.9,75,45,69,36
2025-02-14,Smart Watch Neo,Electronics,Wearables,5420,10,52,253656,9262,3.9,82,41,51,52
2025-02-14,Blender Max,Kitchen,Appliances,1682,0,53,89146,6068,3.6,73,42,79,53
2025-02-14,Running Shoes X,Footwear,Sportswear,3862,10,29,100798,9291,3.7,71,50,34,28
2025-02-14,Coffee Maker Lite,Kitchen,Appliances,939,0,60,56340,4949,3.9,87,53,34,60
2025-02-14,LED Desk Lamp,Home,Lighting,1687,10,39,59213,5560,4.4,64,41,59,39
2025-02-14,Gaming Headset Z,Electronics,Accessories,3406,15,46,133174,8432,4.3,66,54,52,46
